"case_name","url","vessel_name"
"Fishing boat Eunseongho and fishing boat Ihwaho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100249&fileSn=1","['Eunseongho', 'fishing']"
"Fishing boat Seongjinho and fishing boat Namseongho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100591&fileSn=1","['Seongjinho', 'fishing']"
"Fishing boat Daebokho and fishing boat Ajinho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100382&fileSn=1","['Daebokho', 'fishing']"
"Fishing vessel No. 902 Geumseong-ho and general cargo ship Sunshin collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100508&fileSn=1","['Geumseong-ho', 'general']"
"Death of a crew member on board the 101st fishing boat","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100505&fileSn=1","[]"
"The fire incident at the Daebong pressure vessel of the pressure vessel Jeokbongho, an integral pressure vessel","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100424&fileSn=1","['Jeokbongho']"
"Fishing boat No. 108 Yeonchangho and motorboat Yaho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100421&fileSn=1","['Yeonchangho']"
"Container ship Qingdao Trader dock facility contact incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100385&fileSn=1","['Qingdao']"
"Fishing boat Eunseongho crew death incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=101153&fileSn=1","['Eunseongho']"
"Fishing vessel Globalho Fishing vessel Oceanho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100551&fileSn=1","['Globalho', 'Oceanho']"
"The capsizing incident of the towed barge Yeonanho by the tugboat Woosungho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100547&fileSn=1","['Woosungho']"
"General cargo ship Zenith Royale crew death incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100376&fileSn=1","['Zenith']"
"Fishing vessel No. 809 Joo Young-ho crew injury incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100228&fileSn=1","['809 Joo']"
"Deep-sea fishing vessel Sajo Family Aho crew death incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100354&fileSn=1","['Sajo']"
"Fishing boat 219 Shinheungho crew injury incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91818&fileSn=1","['219 Shinheungho']"
"Fishing boat 2020 Anseongho stranding incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91813&fileSn=1","['2020 Anseongho']"
"Tugboat Seo Jin-ho&#39;s towed barge Gwangjin 6001 contact incident with Uldolmok tidal current generator base","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91810&fileSn=1","['Seo']"
"Caferi Passenger Ship Seomsarang No. 6 Engine Damage Incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91809&fileSn=1","['Seomsarang']"
"Caferi Passenger Ship Seomsarang No. 6 Grounding Incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91804&fileSn=1","['Seomsarang']"
"Dosun Yeosu Gyeongdo Golf &amp; Resort propulsion shaft damage incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91803&fileSn=1","[]"
"Silver Cloud fire incident on the ferry","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91800&fileSn=1","[]"
"Fishing boat Haegeumho crew disappearance incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91797&fileSn=1","['Haegeumho']"
"Fishing boat Deokmyeongho grounding incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91792&fileSn=1","['Deokmyeongho']"
"Fishing vessel Pyeong-eun No. 77 grounding incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91790&fileSn=1","['Pyeong-eun']"
"Fishing boat Hanbadaho grounding incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91786&fileSn=1","['Hanbadaho']"
"Cargo and cafe ferry Seju Frontier &amp; other ships Haecheon Marine 2","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91783&fileSn=1","['Cargo', 'cafe']"
"Caferi Passenger Ship Seomdribigum Nonghyup Express Ferry Engine Damage Incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91782&fileSn=1","['Seomdribigum', 'Engine']"
"Collision incident involving three vessels, including the Caferi passenger ship Bigeum Island and the fishing boat Yeongjun 2","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91777&fileSn=1","['Island']"
"Fishing boat Monsterho and fishing boat Jeongunho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91775&fileSn=1","['Monsterho', 'fishing']"
"Collision incident between Caferi passenger ship Ocean Vista Jeju and Coast Guard ship 3012","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91771&fileSn=1","['Jeju', 'Coast']"
"Fishing boat grounding incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91768&fileSn=1","[]"
"Oil product carrier Asungho marine pollution incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91765&fileSn=1","['Asungho']"
"Fire incident on 6 vessels including the fishing boat Hyosungho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91763&fileSn=1","['Hyosungho']"
"Fishing vessel No. 103 Cheonghaeho and fishing vessel New Phoenix collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91760&fileSn=1","['Cheonghaeho', 'fishing']"
"Death of passenger on Tongseon No. 1 Dongyangho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91756&fileSn=1","['1 Dongyangho']"
"Fishing boat Sudeokho &amp; fishing boat Yeonggwangho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91753&fileSn=1","['Sudeokho', 'Yeonggwangho']"
"Caferi Passenger Ship Dream Island Engine Damage Incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91750&fileSn=1","['Dream']"
"Caferi Passenger Ship Large Cafe Ferry No. 3 Engine Damage Incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91747&fileSn=1","['Large', '3 Engine']"
"Fishing vessel No. 207 Haeseonho crew death incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91744&fileSn=1","['207 Haeseonho']"
"Collision between fishing vessel No. 69 Haedongho and bulk cargo ship Ocean Legend","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91741&fileSn=1","['Haedongho', 'bulk']"
"Incident of obstruction of operation of Caferi passenger ship Bigeum Island","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91738&fileSn=1","['Bigeum']"
"Fishing vessel No. 89 Bogwangho marine pollution incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91735&fileSn=1","['89 Bogwangho']"
"Fishing boat Laonho grounding incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91734&fileSn=1","['Laonho']"
"Fishing boat Seo-on-ho grounding incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91729&fileSn=1","['Seo-on-ho']"
"Tugboat Yongjin crew injury incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91726&fileSn=1","['Yongjin']"
"Collision incident between warship Park Dong-jin and fishing boat No. 808 Seo Chang-ho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91723&fileSn=1","['Dong-jin', 'fishing']"
"Fishing boat Daegumho crew disappearance incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91722&fileSn=1","['Daegumho']"
"Fishing boat Geonyeongho &amp; fishing boat Asiaho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91719&fileSn=1","['Geonyeongho', 'Asiaho']"
"Fishing vessel No. 307 Sangjinho crew injury incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91714&fileSn=1","['307 Sangjinho']"
"Fishing boat Yeongjinho &amp; fishing boat Jeongyunho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91711&fileSn=1","['Yeongjinho', 'Jeongyunho']"
"Fishing boat Sejongho &amp; fishing boat Sujinho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91709&fileSn=1","['Sejongho', 'Sujinho']"
"Collision between fishing boat No. 27 Hwaseungho and fishing boat Hwagyeongho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91705&fileSn=1","['Hwaseungho', 'fishing']"
"Collision incident between the passenger ship Keumo Express Ferry and the fishing boat Shinsungho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91702&fileSn=1","[]"
"Fishing boat Manbokho crew injury incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91700&fileSn=1","['Manbokho']"
"Fishing boat 9009 Gyeongjinho crew death incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91698&fileSn=1","['9009 Gyeongjinho']"
"Death of a crew member of the 23rd security boat","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91693&fileSn=1","[]"
"Collision between general cargo ship Ilhyeonjeongho and fishing vessel Je2008 Seonghaeho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91690&fileSn=1","['Ilhyeonjeongho', 'fishing']"
"Collision between the passenger ship Hanil Gold Stella and the general cargo ship Daeyangho 107","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91688&fileSn=1","['Stella']"
"Fishing boat No. 237 Yang Chang-ho crew member death incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91684&fileSn=1","['237 Yang']"
"Collision incident between tugboat No. 305 Haesongho and towed barge DCG1","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91683&fileSn=1","['Haesongho', 'towed']"
"10,000 fishing boat crew deaths","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91680&fileSn=1","[]"
"Fishing boat 212 Seongjiho &amp; fishing boat Yonggungho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91677&fileSn=1","['212 Seongjiho', 'Yonggungho']"
"Fishing vessel No. 307 Marine fire incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91673&fileSn=1","['307']"
"Motorboat Lounge Diver Deaths","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91671&fileSn=1","['Lounge']"
"Fishing vessel No. 309 Buyeongho crew death incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91666&fileSn=1","['309 Buyeongho']"
"Collision between fishing boat No. 3.05 Manseokho and fishing boat No. 3 Hanjinho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91664&fileSn=1","['Manseokho', 'fishing']"
"Fishing boat Bokyunho crew death incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91660&fileSn=1","['Bokyunho']"
"Collision between fishing boat Je6 Yongseongho and fishing boat Hanilho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91657&fileSn=1","['Yongseongho', 'fishing']"
"Fishing boat No. 103 Subokho fire incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91654&fileSn=1","['103 Subokho']"
"Collision between the oil product carrier Je3 Namseongho and the fishing boat Daewangho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91653&fileSn=1","['Namseongho']"
"Tugboat No. 201 Dongseongho crew death incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91648&fileSn=1","['201 Dongseongho']"
"Fishing vessel No. 306 Min Geum-ho crew injury incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91645&fileSn=1","['306 Min']"
"Fishing boat 78 Im Su-ho crew member death incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91644&fileSn=1","['78 Im']"
"Collision incident between fishing boat Geumseong Fishing and fishing boat Sujin","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91641&fileSn=1","['Fishing', 'fishing']"
"Fishing boat Ark No. 1 grounding incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91638&fileSn=1","['Ark']"
"Fishing boat 603 Jo Il-ho crew death incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91633&fileSn=1","['603 Jo']"
"Fishing boat 10,000 Bokho and fishing boat Geumsanho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91632&fileSn=1","['Bokho', 'fishing']"
"Fishing boat collision incident between Daecheongho and Gyeongdeokho in 2017","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91627&fileSn=1","['Daecheongho', 'Gyeongdeokho']"
"Fishing boat Gwanghaeho fire incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91622&fileSn=1","['Gwanghaeho']"
"Fishing boat Jinjoho fishing boat Sudongho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91618&fileSn=1","['Jinjoho', 'Sudongho']"
"Missing crew of fishing boat No. 107 Subokho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91616&fileSn=1","['107 Subokho']"
"Fishing vessel Taejinho Fishing vessel Gipungeo 00188 Collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91612&fileSn=1","['Taejinho', 'Gipungeo 00188']"
"Fishing vessel Daehanho grounding incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91611&fileSn=1","['Daehanho']"
"Fishing boat Jin Pishingho and fishing boat Haeinho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91606&fileSn=1","['Pishingho', 'fishing']"
"Fishing boat Dalma 3 fire incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91603&fileSn=1","['Dalma 3']"
"Fishing boat No. 207 Seongjinho fire incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91601&fileSn=1","['207 Seongjinho']"
"Fishing boat No. 2015 Yeonghyo Shinho crew death incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91598&fileSn=1","['2015 Yeonghyo']"
"Fishing boat Seyoung No. 5 fire incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91594&fileSn=1","['Seyoung']"
"Fishing boat Donggwangho crew injury incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91592&fileSn=1","['Donggwangho']"
"Fishing boat Taeyangho and fishing boat Eokilho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91588&fileSn=1","['Taeyangho', 'fishing']"
"Fishing boat Bodyguard pier contact incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91585&fileSn=1","['Bodyguard']"
"Fishing vessel 2017 Yeongilho crew injury incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91582&fileSn=1","['2017 Yeongilho']"
"Fishing boat New Galchiho grounding incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91580&fileSn=1","['New']"
"Dosun Udoland 2 Fishing Boat Sewonho Collision Incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91578&fileSn=1","['Sewonho']"
"Fishing vessel No. 507 Shinheungho Fishing vessel Haenam No. 94 collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91575&fileSn=1","['507 Shinheungho', 'Haenam']"
"Fishing boat Je1 Jeongsuho fire incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91570&fileSn=1","['Je']"
"Cafe ferry Arion Jeju Cafe ferry Seju Shin Gwangho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91567&fileSn=1","['Arion', 'Seju']"
"Fishing vessel Daeseongho Fishing vessel Samyeop 1 collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91564&fileSn=1","['Daeseongho', 'Samyeop 1']"
"Fishing vessel No. 82 Boseongho crew casualty incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91562&fileSn=1","['82 Boseongho']"
"Fishing boat Yeondeungho crew injury incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91560&fileSn=1","['Yeondeungho']"
"The first grounding incident of the passenger ship Aero","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91555&fileSn=1","['Aero']"
"2015 Daecheongho fishing boat crew death incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91552&fileSn=1","[]"
"Petroleum product carrier Geoyoung Frontier Angel Bridge 1 contact incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91550&fileSn=1","['Geoyoung']"
"Fishing boat No. 203 Hyeonjinho capsize incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91546&fileSn=1","['203 Hyeonjinho']"
"Fishing vessel No. 202 Hanilho crew injury incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91543&fileSn=1","['202 Hanilho']"
"Fishing boat Je7 Changnamho crew death incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91542&fileSn=1","['Je']"
"Fishing boat Jeongnamjin Leisure Boat Fishing boat Ilshinho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91539&fileSn=1","['Jeongnamjin', 'Fishing', 'Ilshinho']"
"Fishing boat Yuseongho fishing boat Jaehyunho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91534&fileSn=1","['Yuseongho', 'Jaehyunho']"
"Fishing vessel No. 1 crew injury incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91531&fileSn=1","['1']"
"Caferi Passenger Ship February Propeller Shaft Damage Incident (Abridged)","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91528&fileSn=1","['February']"
"Fishing vessel Black King grounding incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91525&fileSn=1","['Black']"
"Fishing boat Jangguho Fishing boat Hunterho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91524&fileSn=1","['Jangguho', 'Hunterho']"
"Fishing boat Jinmyeongho grounding incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91519&fileSn=1","['Jinmyeongho']"
"Fishing boat Seogwangho fishing boat Daebogho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91518&fileSn=1","['Seogwangho', 'Daebogho']"
"Fishing boat Hanbo Leisure and fishing boat Seonchangho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91515&fileSn=1","['Leisure', 'fishing']"
"Fishing vessel No. 300 Oh Yong-ho Fishing vessel Jin Dang-eo 03880 Collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91510&fileSn=1","['300 Oh', 'Jin']"
"Fishing vessel No. 103 Daeyangho crew injury incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91507&fileSn=1","['103 Daeyangho']"
"Fishing vessel No. 2015 Yeonghyo Shinho crew injury incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91504&fileSn=1","['2015 Yeonghyo']"
"Fishing boat Heungyeongho grounding incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91503&fileSn=1","['Heungyeongho']"
"Fishing boat Je2 Somangho capsize incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91498&fileSn=1","['Je']"
"Fishing vessel 2019 Myeongseongho crew death incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91495&fileSn=1","['2019 Myeongseongho']"
"Fishing boat No. 2013 Cheonghaeho fire incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91493&fileSn=1","['2013 Cheonghaeho']"
"Collision incident between fishing boat Donggeobukho and fishing boat Myeongjiho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91489&fileSn=1","['Donggeobukho', 'fishing']"
"Fishing boat Yun Jae-ho &amp; fishing boat Nam Yong-ho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91488&fileSn=1","['Yun', 'Nam']"
"Fishing vessel No. 102 crew injury incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91483&fileSn=1","['102']"
"Fishing boat 1 Haejinho &amp; fishing boat Hwanggeumho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91480&fileSn=1","['1 Haejinho', 'Hwanggeumho']"
"Fishing vessel No. 707 Haepungho crew injury incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91477&fileSn=1","['707 Haepungho']"
"Jang Bogoho Engine Damage Incident on the Caferi Passenger Ship","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91474&fileSn=1","['Bogoho']"
"Doseon Biyangdocheonnyeonho engine damage incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91471&fileSn=1","['Biyangdocheonnyeonho']"
"Fishing vessel No. 2012 Black Dragon crew death incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91468&fileSn=1","['2012 Black']"
"Wired Star Mariner and watercraft Dongjin Marine collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=91467&fileSn=1","['Mariner', 'watercraft']"
"Death of crew member of fishing boat No. 33 Dongikho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100348&fileSn=1","['33 Dongikho']"
"Collision between fishing boat Suyeongho and fishing boat Chamsarangho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100258&fileSn=1","['Suyeongho', 'fishing']"
"Fishing vessel No. 97 Imsuho collides with liquefied petroleum gas carrier Guipei","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100246&fileSn=1","['97 Imsuho', 'Guipei']"
"Fishing boat Light grounding incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100198&fileSn=1","['Light']"
"Fishing boat collision incident between Yujoho and Haniho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100418&fileSn=1","['Yujoho', 'Haniho']"
"Fishing boat Myeongseongho crew death incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100453&fileSn=1","['Myeongseongho']"
"Fishing boat Geumhwa No. 3 grounding incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100357&fileSn=1","['Geumhwa']"
"Fishing boat Sea Prince. Fishing boat Cheolsanho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100397&fileSn=1","['Sea', 'Cheolsanho']"
"Fishing boat 2020 Anseongho crew death incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=101395&fileSn=1","['2020 Anseongho']"
"Collision between fishing boat Geumgangho and auxiliary vessel Changsin 2002","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=101601&fileSn=1","['Geumgangho', 'auxiliary']"
"Fishing boat Samunho and fishing boat Jesaeilgwangho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100878&fileSn=1","['Samunho', 'fishing']"
"Tanker Sapin Strength Breakwater Contact Incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=101733&fileSn=1","[]"
"Fishing boat New Cheonghaeho and fishing boat Ipro 1 collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=101731&fileSn=1","['Cheonghaeho', 'fishing']"
"Oil and liquid chemical tanker Falcon Chemist fire incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=101621&fileSn=1","['Oil', 'liquid']"
"Fishing boat Je3 Geumjinho grounding incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=101061&fileSn=1","['Je']"
"Collision between tugboat Gwangjin 107 and fishing boat No. 212 Changseongho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100929&fileSn=1","['Gwangjin 107', 'fishing']"
"Tugboat Gwangjin 107 marine pollution incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=101615&fileSn=1","['Gwangjin 107']"
"Sinking of the fishing boat 2nd Nile","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=101188&fileSn=1","[]"
"The capsizing incident of the towed vessel Namgwang 2 by the tugboat Jeil Taeyangho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=101021&fileSn=1","['Namgwang 2', 'Jeil']"
"Fishing boat Haeuriho and fishing boat Hyeunho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=101019&fileSn=1","['Haeuriho', 'fishing']"
"Fishing boat 500-type Binho and motorboat Kingsmarine collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=101017&fileSn=1","['Binho']"
"Collision between fishing boats No. 301 Donghaho and Gwangilho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=101015&fileSn=1","['Donghaho', 'Gwangilho']"
"Collision between fishing boat No. 21 Namgyeongho and fishing boat No. 3003 Deokilho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100896&fileSn=1","['Namgyeongho', 'fishing']"
"The capsizing incident of the towed barge Gangseong 3500 by the tugboat 153 Gangseong 5","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100893&fileSn=1","['153 Gangseong 5']"
"Tugboat Kumho Star Marine Pollution Incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100890&fileSn=1","['Kumho']"
"Tugboat 153 Gangseongho 5 fish farm contact incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100887&fileSn=1","['153 Gangseongho 5']"
"This is the incident of damage to the propulsion shaft of the Galaxy Castle, a pre-departure ship for the I-Jeongan project.","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=101595&fileSn=1","['for']"
"Fishing vessel 2019 Haram-fishing vessel Su-gwang-ho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100872&fileSn=1","['2019 Haram-fishing', 'Su-gwang-ho']"
"Fishing boat New Yeomyeongho contact with rocks","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=100866&fileSn=1","['New']"
"Fishing boat Daewonho passenger injury incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67625&fileSn=1","['Daewonho']"
"Collision between fishing boat Hanaho and fishing boat Solseomho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67622&fileSn=1","['Hanaho', 'fishing']"
"Fishing boat Shin Jin-ho passenger injury incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67620&fileSn=1","['Shin']"
"Fishing boat Hojinho hull damage incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67618&fileSn=1","['Hojinho']"
"Collision incident between oil product carrier Sungjin Ace and oil product carrier No. 96 Dongbang","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67615&fileSn=1","['Ace', 'oil']"
"Fishing boat Yubinho motorboat Daeyangho collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67612&fileSn=1","['Yubinho', 'Daeyangho']"
"Fishing vessel No. 155 Heeyoungho marine pollution incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67607&fileSn=1","['155 Heeyoungho']"
"Liquefied petroleum gas carrier 9th SJ Gas? Chemical carrier KTS Blue collision incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67604&fileSn=1","['KTS']"
"The sinking of the Gita Line Dongpyeongho","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67602&fileSn=1","['Dongpyeongho']"
"Tugboat 101 Hanjinho crew injury incident","https://www.kmst.go.kr/web/atch/atchFileDownload.do?atchId=67600&fileSn=1","['101 Hanjinho']"
